name
Faculty of Agricultural and Food Sciences
Faculty of Architecture
School of Art
Faculty of Arts
Asper School of Business (Faculty of Management)
Faculty of Dentistry
Faculty of Education
Faculty of Engineering
"Clayton H. Riddell Faculty of Environment, Earth, and Resources"
Faculty of Graduate Studies
Faculty of Human Ecology
Faculty of Kinesiology and Recreation Management
Faculty of Law
School of Medical Rehabilitation
Faculty of Medicine
Desautels Faculty of Music
Faculty of Nursing
Faculty of Pharmacy
Faculty of Science
Faculty of Social Work
Division of Extended Education
University 1
