latitude,longitude
49.8081,-97.130079
49.8118,-97.130931
49.811179,-97.133053
49.810712,-97.136853
49.810442,-97.138022
49.808406,-97.13446
49.807928,-97.135426
49.807236,-97.135726
49.806883,-97.135415
49.810296,-97.131661
